RegistrationID,ParticipantID,EventDetailsID,EventID,EventDateTimeStart,RegistrationStatus,RegistrationCheckInTime,RegistrationCreatedAt,RegistrationAttendanceFlag
271,161,254,3,2024-03-19 10:00:00,no-show,,2024-02-23 10:00:00,0
272,161,255,8,2023-12-01 10:00:00,attended,2023-12-01 10:01:00,2023-11-26 10:00:00,1
273,162,256,1,2025-04-13 10:00:00,attended,2025-04-13 10:23:00,2025-03-17 10:00:00,1
274,162,257,2,2023-04-29 10:00:00,no-show,,2023-03-31 10:00:00,0
275,162,258,3,2024-01-02 10:00:00,attended,2024-01-02 10:16:00,2023-12-19 10:00:00,1
276,163,206,5,2023-03-16 10:00:00,cancelled,,2023-03-07 10:00:00,0
277,164,112,3,2022-11-01 10:00:00,attended,2022-11-01 10:11:00,2022-10-28 10:00:00,1
278,164,259,5,2023-05-18 10:00:00,attended,2023-05-18 10:05:00,2023-05-08 10:00:00,1
279,164,260,3,2021-11-09 10:00:00,attended,2021-11-09 10:09:00,2021-11-05 10:00:00,1
280,165,126,6,2025-01-29 10:00:00,attended,2025-01-29 10:15:00,2025-01-20 10:00:00,1
281,166,261,10,2022-06-15 10:00:00,attended,2022-06-15 10:07:00,2022-05-31 10:00:00,1
282,166,262,2,2023-02-04 10:00:00,attended,2023-02-04 10:05:00,2023-01-06 10:00:00,1
283,167,263,8,2025-01-24 10:00:00,attended,2025-01-24 10:29:00,2025-01-14 10:00:00,1
284,168,264,5,2023-06-15 10:00:00,attended,2023-06-15 10:19:00,2023-06-06 10:00:00,1
285,169,187,6,2023-10-04 10:00:00,attended,2023-10-04 10:03:00,2023-09-09 10:00:00,1
286,169,265,6,2022-06-22 10:00:00,cancelled,,2022-06-14 10:00:00,0
287,169,266,6,2023-08-16 10:00:00,no-show,,2023-08-11 10:00:00,0
288,170,267,6,2023-08-23 10:00:00,no-show,,2023-08-16 10:00:00,0
289,171,211,10,2024-10-15 10:00:00,attended,2024-10-15 10:19:00,2024-10-14 10:00:00,1
290,172,268,3,2025-04-08 10:00:00,attended,2025-04-08 10:01:00,2025-03-10 10:00:00,1
291,173,104,1,2025-01-26 10:00:00,attended,2025-01-26 10:17:00,2024-12-28 10:00:00,1
292,173,269,1,2025-07-13 10:00:00,attended,2025-07-13 10:25:00,2025-06-25 10:00:00,1
293,173,270,5,2024-06-06 10:00:00,attended,2024-06-06 10:00:00,2024-05-30 10:00:00,1
294,173,271,5,2024-08-22 10:00:00,attended,2024-08-22 10:26:00,2024-08-06 10:00:00,1
295,173,259,5,2023-05-18 10:00:00,attended,2023-05-18 10:00:00,2023-04-21 10:00:00,1
296,173,260,3,2021-11-09 10:00:00,attended,2021-11-09 10:06:00,2021-10-28 10:00:00,1
297,173,272,1,2023-01-22 10:00:00,attended,2023-01-22 10:18:00,2023-01-12 10:00:00,1
298,173,273,1,2025-08-03 10:00:00,attended,2025-08-03 10:23:00,2025-07-20 10:00:00,1
299,173,274,1,2025-02-16 10:00:00,attended,2025-02-16 10:16:00,2025-02-01 10:00:00,1
300,173,275,5,2023-12-28 10:00:00,attended,2023-12-28 10:26:00,2023-12-23 10:00:00,1
301,173,276,3,2022-11-29 10:00:00,attended,2022-11-29 10:09:00,2022-11-14 10:00:00,1
302,174,277,1,2023-08-06 10:00:00,attended,2023-08-06 10:22:00,2023-08-02 10:00:00,1
303,174,278,7,2022-08-15 10:00:00,attended,2022-08-15 10:29:00,2022-07-23 10:00:00,1
304,175,195,8,2023-04-28 10:00:00,attended,2023-04-28 10:03:00,2023-03-31 10:00:00,1
305,175,279,2,2023-12-23 10:00:00,attended,2023-12-23 10:28:00,2023-12-08 10:00:00,1
306,175,280,1,2022-09-18 10:00:00,attended,2022-09-18 10:15:00,2022-09-04 10:00:00,1
307,176,274,1,2025-02-16 10:00:00,attended,2025-02-16 10:02:00,2025-02-07 10:00:00,1
308,177,281,1,2024-01-21 10:00:00,attended,2024-01-21 10:04:00,2023-12-24 10:00:00,1
309,178,282,8,2023-02-24 10:00:00,attended,2023-02-24 10:23:00,2023-02-15 10:00:00,1
310,178,283,3,2023-03-28 10:00:00,attended,2023-03-28 10:03:00,2023-03-06 10:00:00,1
311,178,284,4,2022-12-15 10:00:00,no-show,,2022-12-03 10:00:00,0
312,179,285,3,2024-11-19 10:00:00,attended,2024-11-19 10:25:00,2024-10-26 10:00:00,1
313,180,286,3,2022-04-05 10:00:00,attended,2022-04-05 10:23:00,2022-03-28 10:00:00,1
314,181,287,1,2025-03-02 10:00:00,cancelled,,2025-02-27 10:00:00,0
315,182,288,8,2025-01-03 10:00:00,attended,2025-01-03 10:16:00,2024-12-28 10:00:00,1
316,183,289,2,2023-09-16 10:00:00,attended,2023-09-16 10:08:00,2023-09-05 10:00:00,1
317,183,290,2,2022-11-12 10:00:00,attended,2022-11-12 10:20:00,2022-10-28 10:00:00,1
318,184,291,8,2023-08-04 10:00:00,attended,2023-08-04 10:16:00,2023-07-11 10:00:00,1
319,185,292,6,2025-05-21 10:00:00,attended,2025-05-21 10:24:00,2025-04-29 10:00:00,1
320,185,293,2,2022-09-10 10:00:00,attended,2022-09-10 10:22:00,2022-09-07 10:00:00,1
321,185,294,2,2025-10-04 10:00:00,attended,2025-10-04 10:10:00,2025-09-11 10:00:00,1
322,186,295,1,2024-07-14 10:00:00,attended,2024-07-14 10:29:00,2024-06-15 10:00:00,1
323,187,296,2,2025-09-20 10:00:00,attended,2025-09-20 10:13:00,2025-09-18 10:00:00,1
324,188,297,8,2023-03-10 10:00:00,attended,2023-03-10 10:29:00,2023-03-06 10:00:00,1
325,188,298,6,2022-06-08 10:00:00,attended,2022-06-08 10:25:00,2022-05-16 10:00:00,1
326,189,299,10,2024-06-15 10:00:00,attended,2024-06-15 10:10:00,2024-05-29 10:00:00,1
327,190,94,1,2022-12-18 10:00:00,attended,2022-12-18 10:26:00,2022-12-11 10:00:00,1
328,191,300,8,2025-05-02 10:00:00,attended,2025-05-02 10:21:00,2025-04-14 10:00:00,1
329,191,301,4,2024-01-15 10:00:00,attended,2024-01-15 10:28:00,2023-12-19 10:00:00,1
330,192,302,6,2022-11-02 10:00:00,attended,2022-11-02 10:01:00,2022-10-12 10:00:00,1
331,193,292,6,2025-05-21 10:00:00,attended,2025-05-21 10:20:00,2025-04-30 10:00:00,1
332,194,171,5,2023-08-03 10:00:00,attended,2023-08-03 10:07:00,2023-08-02 10:00:00,1
333,194,209,1,2023-05-14 10:00:00,attended,2023-05-14 10:18:00,2023-05-09 10:00:00,1
334,194,303,5,2025-09-11 10:00:00,attended,2025-09-11 10:27:00,2025-08-29 10:00:00,1
335,195,304,8,2025-03-28 10:00:00,attended,2025-03-28 10:21:00,2025-03-20 10:00:00,1
336,196,187,6,2023-10-04 10:00:00,attended,2023-10-04 10:08:00,2023-09-27 10:00:00,1
337,197,32,9,2022-06-15 10:00:00,attended,2022-06-15 10:04:00,2022-05-30 10:00:00,1
338,198,305,7,2025-03-15 10:00:00,attended,2025-03-15 10:26:00,2025-02-27 10:00:00,1
339,198,306,7,2024-06-15 10:00:00,attended,2024-06-15 10:23:00,2024-06-09 10:00:00,1
340,198,307,1,2023-04-30 10:00:00,attended,2023-04-30 10:09:00,2023-04-14 10:00:00,1
341,198,308,1,2023-01-29 10:00:00,attended,2023-01-29 10:06:00,2023-01-24 10:00:00,1
342,199,309,5,2023-08-24 10:00:00,attended,2023-08-24 10:28:00,2023-08-03 10:00:00,1
343,199,156,1,2025-03-16 10:00:00,no-show,,2025-03-13 10:00:00,0
344,199,310,4,2022-08-15 10:00:00,attended,2022-08-15 10:13:00,2022-08-14 10:00:00,1
345,200,311,7,2023-04-15 10:00:00,attended,2023-04-15 10:15:00,2023-04-12 10:00:00,1
346,200,312,10,2022-11-15 10:00:00,attended,2022-11-15 10:19:00,2022-10-28 10:00:00,1
347,200,313,3,2025-10-21 10:00:00,no-show,,2025-10-14 10:00:00,0
348,201,55,8,2025-05-09 10:00:00,cancelled,,2025-05-07 10:00:00,0
349,201,314,6,2022-06-29 10:00:00,attended,2022-06-29 10:08:00,2022-06-06 10:00:00,1
350,202,266,6,2023-08-16 10:00:00,attended,2023-08-16 10:12:00,2023-07-27 10:00:00,1
351,203,305,7,2025-03-15 10:00:00,no-show,,2025-02-22 10:00:00,0
352,204,117,1,2022-02-27 10:00:00,cancelled,,2022-02-06 10:00:00,0
353,205,315,5,2025-04-17 10:00:00,attended,2025-04-17 10:16:00,2025-04-01 10:00:00,1
354,206,316,1,2024-11-03 10:00:00,attended,2024-11-03 10:05:00,2024-10-12 10:00:00,1
355,207,317,5,2025-04-24 10:00:00,attended,2025-04-24 10:09:00,2025-03-26 10:00:00,1
356,207,118,1,2025-07-27 10:00:00,attended,2025-07-27 10:07:00,2025-06-30 10:00:00,1
357,207,318,5,2023-05-11 10:00:00,cancelled,,2023-04-12 10:00:00,0
358,207,240,11,2025-06-15 10:00:00,attended,2025-06-15 10:15:00,2025-05-24 10:00:00,1
359,208,319,1,2025-03-23 10:00:00,attended,2025-03-23 10:25:00,2025-03-07 10:00:00,1
360,209,320,1,2025-04-27 10:00:00,attended,2025-04-27 10:12:00,2025-04-06 10:00:00,1
361,210,321,8,2025-05-30 10:00:00,cancelled,,2025-05-10 10:00:00,0
362,210,322,8,2024-08-16 10:00:00,attended,2024-08-16 10:15:00,2024-07-29 10:00:00,1
363,211,323,2,2024-04-06 10:00:00,attended,2024-04-06 10:03:00,2024-03-27 10:00:00,1
364,212,264,5,2023-06-15 10:00:00,attended,2023-06-15 10:03:00,2023-06-07 10:00:00,1
365,213,22,7,2023-05-15 10:00:00,attended,2023-05-15 10:28:00,2023-04-16 10:00:00,1
366,214,4,1,2022-09-11 10:00:00,attended,2022-09-11 10:24:00,2022-08-17 10:00:00,1
367,215,178,1,2024-03-17 10:00:00,attended,2024-03-17 10:13:00,2024-03-07 10:00:00,1
368,215,230,10,2024-07-15 10:00:00,attended,2024-07-15 10:10:00,2024-06-30 10:00:00,1
369,216,324,6,2022-01-26 10:00:00,attended,2022-01-26 10:21:00,2022-01-18 10:00:00,1
370,217,325,2,2024-03-09 10:00:00,no-show,,2024-02-24 10:00:00,0
371,218,326,5,2025-06-26 10:00:00,attended,2025-06-26 10:14:00,2025-06-20 10:00:00,1
372,219,327,11,2023-06-15 10:00:00,attended,2023-06-15 10:21:00,2023-06-04 10:00:00,1
373,220,157,8,2022-01-14 10:00:00,attended,2022-01-14 10:11:00,2022-01-10 10:00:00,1
374,220,328,8,2022-10-14 10:00:00,attended,2022-10-14 10:12:00,2022-09-21 10:00:00,1
375,220,329,2,2025-07-19 10:00:00,attended,2025-07-19 10:04:00,2025-06-26 10:00:00,1
376,220,296,2,2025-09-20 10:00:00,attended,2025-09-20 10:28:00,2025-08-26 10:00:00,1
377,220,330,10,2025-10-15 10:00:00,attended,2025-10-15 10:26:00,2025-09-29 10:00:00,1
378,220,331,1,2024-07-07 10:00:00,attended,2024-07-07 10:27:00,2024-06-11 10:00:00,1
379,221,168,8,2023-09-08 10:00:00,attended,2023-09-08 10:19:00,2023-08-23 10:00:00,1
380,221,63,8,2025-02-28 10:00:00,attended,2025-02-28 10:21:00,2025-02-14 10:00:00,1
381,221,332,2,2021-11-27 10:00:00,attended,2021-11-27 10:00:00,2021-11-19 10:00:00,1
382,222,333,1,2022-10-23 10:00:00,attended,2022-10-23 10:08:00,2022-10-13 10:00:00,1
383,222,334,8,2023-09-22 10:00:00,attended,2023-09-22 10:06:00,2023-09-05 10:00:00,1
384,223,335,1,2022-03-20 10:00:00,attended,2022-03-20 10:27:00,2022-02-19 10:00:00,1
385,223,336,9,2025-06-15 10:00:00,attended,2025-06-15 10:13:00,2025-05-20 10:00:00,1
386,224,337,3,2025-04-15 10:00:00,attended,2025-04-15 10:17:00,2025-04-13 10:00:00,1
387,225,338,6,2023-05-03 10:00:00,attended,2023-05-03 10:10:00,2023-04-08 10:00:00,1
388,225,339,5,2022-03-24 10:00:00,attended,2022-03-24 10:21:00,2022-03-15 10:00:00,1
389,225,233,8,2025-06-20 10:00:00,attended,2025-06-20 10:13:00,2025-06-09 10:00:00,1
390,225,21,3,2023-09-05 10:00:00,attended,2023-09-05 10:25:00,2023-08-23 10:00:00,1
391,226,340,3,2024-01-23 10:00:00,attended,2024-01-23 10:13:00,2024-01-08 10:00:00,1
392,226,341,5,2023-11-16 10:00:00,attended,2023-11-16 10:08:00,2023-11-03 10:00:00,1
393,226,270,5,2024-06-06 10:00:00,attended,2024-06-06 10:08:00,2024-06-04 10:00:00,1
394,227,342,7,2023-06-15 10:00:00,no-show,,2023-05-30 10:00:00,0
395,228,343,3,2022-06-28 10:00:00,attended,2022-06-28 10:20:00,2022-06-17 10:00:00,1
396,229,42,1,2023-06-18 10:00:00,attended,2023-06-18 10:01:00,2023-05-22 10:00:00,1
397,229,344,3,2024-08-27 10:00:00,attended,2024-08-27 10:14:00,2024-08-17 10:00:00,1
398,229,345,6,2025-06-25 10:00:00,attended,2025-06-25 10:07:00,2025-06-11 10:00:00,1
399,229,169,2,2025-05-31 10:00:00,attended,2025-05-31 10:28:00,2025-05-12 10:00:00,1
400,229,346,2,2025-01-18 10:00:00,attended,2025-01-18 10:17:00,2025-01-12 10:00:00,1
401,229,216,1,2022-10-02 10:00:00,attended,2022-10-02 10:24:00,2022-09-25 10:00:00,1
402,229,347,6,2025-10-15 10:00:00,attended,2025-10-15 10:03:00,2025-09-24 10:00:00,1
403,229,221,1,2024-09-01 10:00:00,attended,2024-09-01 10:19:00,2024-08-12 10:00:00,1
404,230,348,1,2022-05-22 10:00:00,no-show,,2022-05-11 10:00:00,0
405,230,349,1,2023-12-24 10:00:00,attended,2023-12-24 10:17:00,2023-12-04 10:00:00,1
406,230,350,3,2024-02-27 10:00:00,attended,2024-02-27 10:23:00,2024-02-26 10:00:00,1
407,231,319,1,2025-03-23 10:00:00,attended,2025-03-23 10:25:00,2025-03-22 10:00:00,1
408,232,260,3,2021-11-09 10:00:00,attended,2021-11-09 10:02:00,2021-10-27 10:00:00,1
409,232,351,6,2024-09-25 10:00:00,attended,2024-09-25 10:22:00,2024-08-31 10:00:00,1
410,233,352,3,2022-04-19 10:00:00,attended,2022-04-19 10:29:00,2022-04-08 10:00:00,1
411,233,71,6,2023-05-31 10:00:00,attended,2023-05-31 10:24:00,2023-05-19 10:00:00,1
412,234,318,5,2023-05-11 10:00:00,attended,2023-05-11 10:17:00,2023-04-16 10:00:00,1
413,234,353,3,2022-04-12 10:00:00,attended,2022-04-12 10:20:00,2022-04-09 10:00:00,1
414,234,94,1,2022-12-18 10:00:00,attended,2022-12-18 10:16:00,2022-12-16 10:00:00,1
415,234,354,6,2023-12-06 10:00:00,cancelled,,2023-11-29 10:00:00,0
416,235,355,2,2024-11-02 10:00:00,attended,2024-11-02 10:06:00,2024-10-15 10:00:00,1
417,235,356,2,2025-03-08 10:00:00,attended,2025-03-08 10:26:00,2025-03-02 10:00:00,1
418,235,357,6,2021-12-22 10:00:00,attended,2021-12-22 10:12:00,2021-12-04 10:00:00,1
419,236,358,8,2024-05-17 10:00:00,attended,2024-05-17 10:22:00,2024-04-19 10:00:00,1
420,237,359,7,2025-04-15 10:00:00,attended,2025-04-15 10:09:00,2025-04-07 10:00:00,1
421,238,116,1,2025-09-21 10:00:00,attended,2025-09-21 10:05:00,2025-08-26 10:00:00,1
422,239,360,5,2024-08-08 10:00:00,attended,2024-08-08 10:10:00,2024-07-27 10:00:00,1
423,240,361,8,2022-07-22 10:00:00,attended,2022-07-22 10:06:00,2022-07-08 10:00:00,1
424,241,362,3,2024-09-17 10:00:00,attended,2024-09-17 10:23:00,2024-08-30 10:00:00,1
425,242,56,3,2025-05-13 10:00:00,attended,2025-05-13 10:00:00,2025-05-05 10:00:00,1
426,243,363,8,2023-12-08 10:00:00,attended,2023-12-08 10:27:00,2023-12-06 10:00:00,1
427,244,364,1,2023-04-16 10:00:00,attended,2023-04-16 10:24:00,2023-04-15 10:00:00,1
428,245,365,1,2023-03-19 10:00:00,attended,2023-03-19 10:03:00,2023-03-02 10:00:00,1
429,245,366,6,2022-09-14 10:00:00,attended,2022-09-14 10:12:00,2022-08-28 10:00:00,1
430,246,367,3,2023-02-14 10:00:00,attended,2023-02-14 10:15:00,2023-01-19 10:00:00,1
431,247,368,3,2022-03-29 10:00:00,attended,2022-03-29 10:05:00,2022-03-27 10:00:00,1
432,248,369,8,2022-03-04 10:00:00,attended,2022-03-04 10:09:00,2022-02-22 10:00:00,1
433,249,86,2,2023-08-19 10:00:00,attended,2023-08-19 10:07:00,2023-08-18 10:00:00,1
434,249,370,1,2022-01-30 10:00:00,attended,2022-01-30 10:24:00,2022-01-09 10:00:00,1
435,249,371,3,2022-05-10 10:00:00,attended,2022-05-10 10:07:00,2022-04-17 10:00:00,1
436,250,372,3,2024-08-13 10:00:00,attended,2024-08-13 10:08:00,2024-08-11 10:00:00,1
437,250,373,1,2024-04-28 10:00:00,attended,2024-04-28 10:03:00,2024-04-04 10:00:00,1
438,250,374,3,2023-05-02 10:00:00,attended,2023-05-02 10:25:00,2023-04-05 10:00:00,1
439,250,157,8,2022-01-14 10:00:00,attended,2022-01-14 10:20:00,2022-01-01 10:00:00,1
440,251,375,8,2025-08-01 10:00:00,attended,2025-08-01 10:04:00,2025-07-19 10:00:00,1
441,252,376,8,2025-08-29 10:00:00,attended,2025-08-29 10:23:00,2025-08-02 10:00:00,1
442,252,377,6,2024-10-02 10:00:00,cancelled,,2024-09-03 10:00:00,0
443,252,378,6,2022-12-21 10:00:00,attended,2022-12-21 10:02:00,2022-11-23 10:00:00,1
444,252,254,3,2024-03-19 10:00:00,attended,2024-03-19 10:02:00,2024-03-16 10:00:00,1
445,253,379,3,2023-12-05 10:00:00,attended,2023-12-05 10:23:00,2023-11-18 10:00:00,1
446,253,380,2,2025-06-28 10:00:00,attended,2025-06-28 10:24:00,2025-06-05 10:00:00,1
447,254,381,8,2024-06-14 10:00:00,attended,2024-06-14 10:13:00,2024-05-21 10:00:00,1
448,255,107,5,2025-08-14 10:00:00,attended,2025-08-14 10:00:00,2025-08-13 10:00:00,1
449,256,382,8,2024-06-07 10:00:00,no-show,,2024-05-14 10:00:00,0
450,257,219,10,2022-12-15 10:00:00,attended,2022-12-15 10:23:00,2022-12-11 10:00:00,1
451,257,383,11,2022-06-15 10:00:00,attended,2022-06-15 10:25:00,2022-05-27 10:00:00,1
452,257,384,1,2024-12-29 10:00:00,attended,2024-12-29 10:06:00,2024-12-16 10:00:00,1
453,258,385,1,2024-07-28 10:00:00,attended,2024-07-28 10:19:00,2024-07-01 10:00:00,1
454,259,317,5,2025-04-24 10:00:00,attended,2025-04-24 10:09:00,2025-03-27 10:00:00,1
455,260,386,2,2023-01-21 10:00:00,attended,2023-01-21 10:10:00,2022-12-26 10:00:00,1
456,261,7,1,2022-01-02 10:00:00,attended,2022-01-02 10:16:00,2021-12-19 10:00:00,1
457,262,387,2,2025-08-02 10:00:00,attended,2025-08-02 10:00:00,2025-07-09 10:00:00,1
458,262,111,2,2025-08-23 10:00:00,attended,2025-08-23 10:08:00,2025-08-13 10:00:00,1
459,263,194,3,2022-06-14 10:00:00,attended,2022-06-14 10:06:00,2022-05-30 10:00:00,1
460,264,388,3,2022-01-18 10:00:00,attended,2022-01-18 10:08:00,2022-01-14 10:00:00,1
461,265,306,7,2024-06-15 10:00:00,attended,2024-06-15 10:18:00,2024-05-25 10:00:00,1
462,266,389,3,2025-07-29 10:00:00,attended,2025-07-29 10:12:00,2025-07-13 10:00:00,1
463,267,390,5,2023-01-12 10:00:00,attended,2023-01-12 10:13:00,2023-01-02 10:00:00,1
464,268,391,10,2024-05-15 10:00:00,attended,2024-05-15 10:07:00,2024-05-12 10:00:00,1
465,269,181,3,2022-11-15 10:00:00,attended,2022-11-15 10:17:00,2022-11-01 10:00:00,1
466,269,392,1,2022-03-13 10:00:00,cancelled,,2022-03-04 10:00:00,0
467,269,393,8,2022-08-12 10:00:00,attended,2022-08-12 10:29:00,2022-08-02 10:00:00,1
468,270,1,1,2024-10-06 10:00:00,attended,2024-10-06 10:17:00,2024-09-13 10:00:00,1
469,271,394,6,2022-04-06 10:00:00,attended,2022-04-06 10:07:00,2022-03-20 10:00:00,1
470,272,395,3,2023-08-15 10:00:00,no-show,,2023-08-02 10:00:00,0
471,273,396,3,2023-07-18 10:00:00,attended,2023-07-18 10:23:00,2023-07-02 10:00:00,1
472,274,397,2,2025-10-25 10:00:00,attended,2025-10-25 10:11:00,2025-10-12 10:00:00,1
473,275,305,7,2025-03-15 10:00:00,no-show,,2025-02-18 10:00:00,0
474,275,398,3,2025-03-04 10:00:00,attended,2025-03-04 10:07:00,2025-02-17 10:00:00,1
475,276,399,10,2023-03-15 10:00:00,attended,2023-03-15 10:00:00,2023-02-24 10:00:00,1
476,277,400,1,2022-05-29 10:00:00,no-show,,2022-05-16 10:00:00,0
477,278,231,3,2024-09-24 10:00:00,cancelled,,2024-09-09 10:00:00,0
478,279,401,5,2025-05-15 10:00:00,attended,2025-05-15 10:18:00,2025-04-29 10:00:00,1
479,279,402,5,2023-08-10 10:00:00,attended,2023-08-10 10:20:00,2023-08-06 10:00:00,1
480,280,402,5,2023-08-10 10:00:00,attended,2023-08-10 10:10:00,2023-07-31 10:00:00,1
481,280,403,3,2024-05-28 10:00:00,attended,2024-05-28 10:25:00,2024-05-23 10:00:00,1
482,280,404,3,2023-01-17 10:00:00,attended,2023-01-17 10:02:00,2022-12-27 10:00:00,1
483,280,405,5,2025-03-13 10:00:00,attended,2025-03-13 10:17:00,2025-03-09 10:00:00,1
484,280,406,1,2025-05-11 10:00:00,attended,2025-05-11 10:06:00,2025-05-05 10:00:00,1
485,281,407,3,2023-06-13 10:00:00,cancelled,,2023-05-16 10:00:00,0
486,282,408,10,2022-08-15 10:00:00,attended,2022-08-15 10:07:00,2022-07-27 10:00:00,1
487,282,409,10,2024-09-15 10:00:00,attended,2024-09-15 10:04:00,2024-09-12 10:00:00,1
488,283,410,2,2023-06-03 10:00:00,attended,2023-06-03 10:19:00,2023-05-21 10:00:00,1
489,283,273,1,2025-08-03 10:00:00,attended,2025-08-03 10:15:00,2025-07-07 10:00:00,1
490,284,411,3,2022-12-06 10:00:00,attended,2022-12-06 10:23:00,2022-11-19 10:00:00,1
491,285,412,3,2022-07-12 10:00:00,no-show,,2022-06-15 10:00:00,0
492,286,413,5,2025-05-01 10:00:00,cancelled,,2025-04-29 10:00:00,0
493,287,414,5,2025-05-08 10:00:00,attended,2025-05-08 10:13:00,2025-04-29 10:00:00,1
494,288,415,5,2022-05-12 10:00:00,attended,2022-05-12 10:23:00,2022-05-02 10:00:00,1
495,288,32,9,2022-06-15 10:00:00,no-show,,2022-06-04 10:00:00,0
496,288,29,3,2023-09-12 10:00:00,cancelled,,2023-09-10 10:00:00,0
497,288,416,1,2022-06-26 10:00:00,attended,2022-06-26 10:18:00,2022-06-03 10:00:00,1
498,288,417,1,2025-01-12 10:00:00,attended,2025-01-12 10:13:00,2024-12-23 10:00:00,1
499,289,53,8,2024-12-27 10:00:00,attended,2024-12-27 10:00:00,2024-11-29 10:00:00,1
500,290,418,5,2022-06-23 10:00:00,attended,2022-06-23 10:22:00,2022-06-14 10:00:00,1
501,290,264,5,2023-06-15 10:00:00,attended,2023-06-15 10:24:00,2023-06-08 10:00:00,1
502,290,419,3,2024-11-26 10:00:00,attended,2024-11-26 10:25:00,2024-11-08 10:00:00,1
503,291,420,4,2023-12-15 10:00:00,attended,2023-12-15 10:17:00,2023-11-29 10:00:00,1
504,291,421,6,2022-05-18 10:00:00,attended,2022-05-18 10:10:00,2022-05-02 10:00:00,1
505,292,422,2,2025-03-15 10:00:00,attended,2025-03-15 10:07:00,2025-02-22 10:00:00,1
506,293,23,3,2025-03-18 10:00:00,attended,2025-03-18 10:14:00,2025-03-07 10:00:00,1
507,294,423,5,2024-04-25 10:00:00,attended,2024-04-25 10:15:00,2024-04-02 10:00:00,1
508,295,364,1,2023-04-16 10:00:00,attended,2023-04-16 10:17:00,2023-03-30 10:00:00,1
509,296,251,6,2025-01-22 10:00:00,attended,2025-01-22 10:23:00,2024-12-25 10:00:00,1
510,296,258,3,2024-01-02 10:00:00,attended,2024-01-02 10:02:00,2023-12-09 10:00:00,1
511,296,71,6,2023-05-31 10:00:00,attended,2023-05-31 10:13:00,2023-05-27 10:00:00,1
512,296,191,1,2023-11-26 10:00:00,attended,2023-11-26 10:02:00,2023-11-03 10:00:00,1
513,296,132,10,2025-09-15 10:00:00,no-show,,2025-09-02 10:00:00,0
514,296,424,2,2024-07-20 10:00:00,attended,2024-07-20 10:00:00,2024-06-25 10:00:00,1
515,296,425,5,2022-08-18 10:00:00,attended,2022-08-18 10:16:00,2022-08-12 10:00:00,1
516,297,426,3,2023-01-03 10:00:00,attended,2023-01-03 10:03:00,2022-12-10 10:00:00,1
517,298,427,1,2022-07-31 10:00:00,attended,2022-07-31 10:06:00,2022-07-25 10:00:00,1
518,298,428,5,2021-11-11 10:00:00,no-show,,2021-10-27 10:00:00,0
519,299,429,2,2024-11-16 10:00:00,attended,2024-11-16 10:28:00,2024-11-14 10:00:00,1
520,300,430,3,2023-07-04 10:00:00,attended,2023-07-04 10:15:00,2023-06-20 10:00:00,1
521,300,431,1,2025-03-30 10:00:00,attended,2025-03-30 10:20:00,2025-03-24 10:00:00,1
522,301,432,1,2023-02-26 10:00:00,attended,2023-02-26 10:16:00,2023-01-31 10:00:00,1
523,302,405,5,2025-03-13 10:00:00,attended,2025-03-13 10:04:00,2025-02-25 10:00:00,1
524,303,133,1,2023-10-08 10:00:00,attended,2023-10-08 10:27:00,2023-09-14 10:00:00,1
525,303,433,1,2025-04-20 10:00:00,cancelled,,2025-04-02 10:00:00,0
526,304,433,1,2025-04-20 10:00:00,attended,2025-04-20 10:00:00,2025-04-07 10:00:00,1
527,305,434,1,2024-04-14 10:00:00,attended,2024-04-14 10:03:00,2024-04-04 10:00:00,1
528,305,9,2,2023-11-18 10:00:00,attended,2023-11-18 10:09:00,2023-11-04 10:00:00,1
529,306,435,3,2022-03-15 10:00:00,attended,2022-03-15 10:29:00,2022-02-19 10:00:00,1
530,307,436,6,2024-08-21 10:00:00,attended,2024-08-21 10:21:00,2024-07-23 10:00:00,1
531,308,437,6,2022-10-19 10:00:00,attended,2022-10-19 10:16:00,2022-10-10 10:00:00,1
532,308,438,6,2024-09-18 10:00:00,attended,2024-09-18 10:19:00,2024-09-07 10:00:00,1
533,309,439,6,2024-12-04 10:00:00,attended,2024-12-04 10:11:00,2024-11-05 10:00:00,1
534,309,440,6,2022-03-09 10:00:00,attended,2022-03-09 10:20:00,2022-02-18 10:00:00,1
535,310,441,1,2023-01-15 10:00:00,attended,2023-01-15 10:04:00,2023-01-09 10:00:00,1
536,311,442,7,2022-07-15 10:00:00,attended,2022-07-15 10:16:00,2022-07-05 10:00:00,1
537,312,443,1,2022-01-23 10:00:00,no-show,,2022-01-01 10:00:00,0
538,313,444,6,2024-04-17 10:00:00,attended,2024-04-17 10:19:00,2024-03-22 10:00:00,1
539,314,445,5,2022-10-27 10:00:00,attended,2022-10-27 10:11:00,2022-10-04 10:00:00,1
540,315,424,2,2024-07-20 10:00:00,attended,2024-07-20 10:19:00,2024-07-03 10:00:00,1
541,316,446,1,2022-02-06 10:00:00,attended,2022-02-06 10:15:00,2022-01-28 10:00:00,1
542,317,398,3,2025-03-04 10:00:00,no-show,,2025-02-17 10:00:00,0
543,318,135,1,2022-08-21 10:00:00,attended,2022-08-21 10:29:00,2022-08-10 10:00:00,1
544,319,405,5,2025-03-13 10:00:00,attended,2025-03-13 10:23:00,2025-02-17 10:00:00,1
