EventDetailsID,EventID,EventDateTimeStart,EventLocation,EventDateTimeEnd,EventCapacity,EventRegistrationDeadline
263,8,2025-01-24 10:00:00,Ella Rises HQ,2025-01-24 12:00:00,100,2025-01-17 10:00:00
264,5,2023-06-15 10:00:00,Ella Rises HQ,2023-06-15 12:00:00,100,2023-06-08 10:00:00
265,6,2022-06-22 10:00:00,Local Library,2022-06-22 12:00:00,100,2022-06-15 10:00:00
266,6,2023-08-16 10:00:00,Community Center Room A,2023-08-16 12:00:00,100,2023-08-09 10:00:00
267,6,2023-08-23 10:00:00,Ella Rises HQ,2023-08-23 12:00:00,100,2023-08-16 10:00:00
268,3,2025-04-08 10:00:00,Local Library,2025-04-08 12:00:00,100,2025-04-01 10:00:00
269,1,2025-07-13 10:00:00,Ella Rises HQ,2025-07-13 12:00:00,100,2025-07-06 10:00:00
270,5,2024-06-06 10:00:00,Art Studio 2,2024-06-06 12:00:00,100,2024-05-30 10:00:00
271,5,2024-08-22 10:00:00,Virtual Zoom,2024-08-22 12:00:00,100,2024-08-15 10:00:00
272,1,2023-01-22 10:00:00,Art Studio 2,2023-01-22 12:00:00,100,2023-01-15 10:00:00
273,1,2025-08-03 10:00:00,Virtual Zoom,2025-08-03 12:00:00,100,2025-07-27 10:00:00
274,1,2025-02-16 10:00:00,Art Studio 2,2025-02-16 12:00:00,100,2025-02-09 10:00:00
275,5,2023-12-28 10:00:00,Ella Rises HQ,2023-12-28 12:00:00,100,2023-12-21 10:00:00
276,3,2022-11-29 10:00:00,Community Center Room A,2022-11-29 12:00:00,100,2022-11-22 10:00:00
277,1,2023-08-06 10:00:00,Ella Rises HQ,2023-08-06 12:00:00,100,2023-07-30 10:00:00
278,7,2022-08-15 10:00:00,Ella Rises HQ,2022-08-15 12:00:00,100,2022-08-08 10:00:00
279,2,2023-12-23 10:00:00,Virtual Zoom,2023-12-23 12:00:00,100,2023-12-16 10:00:00
280,1,2022-09-18 10:00:00,Virtual Zoom,2022-09-18 12:00:00,100,2022-09-11 10:00:00
281,1,2024-01-21 10:00:00,Art Studio 2,2024-01-21 12:00:00,100,2024-01-14 10:00:00
282,8,2023-02-24 10:00:00,Virtual Zoom,2023-02-24 12:00:00,100,2023-02-17 10:00:00
283,3,2023-03-28 10:00:00,Virtual Zoom,2023-03-28 12:00:00,100,2023-03-21 10:00:00
284,4,2022-12-15 10:00:00,Community Center Room A,2022-12-15 12:00:00,100,2022-12-08 10:00:00
285,3,2024-11-19 10:00:00,Ella Rises HQ,2024-11-19 12:00:00,100,2024-11-12 10:00:00
286,3,2022-04-05 10:00:00,Virtual Zoom,2022-04-05 12:00:00,100,2022-03-29 10:00:00
287,1,2025-03-02 10:00:00,Ella Rises HQ,2025-03-02 12:00:00,100,2025-02-23 10:00:00
288,8,2025-01-03 10:00:00,Art Studio 2,2025-01-03 12:00:00,100,2024-12-27 10:00:00
289,2,2023-09-16 10:00:00,Art Studio 2,2023-09-16 12:00:00,100,2023-09-09 10:00:00
290,2,2022-11-12 10:00:00,Local Library,2022-11-12 12:00:00,100,2022-11-05 10:00:00
291,8,2023-08-04 10:00:00,Community Center Room A,2023-08-04 12:00:00,100,2023-07-28 10:00:00
292,6,2025-05-21 10:00:00,Local Library,2025-05-21 12:00:00,100,2025-05-14 10:00:00
293,2,2022-09-10 10:00:00,Local Library,2022-09-10 12:00:00,100,2022-09-03 10:00:00
294,2,2025-10-04 10:00:00,Local Library,2025-10-04 12:00:00,100,2025-09-27 10:00:00
295,1,2024-07-14 10:00:00,Ella Rises HQ,2024-07-14 12:00:00,100,2024-07-07 10:00:00
296,2,2025-09-20 10:00:00,Ella Rises HQ,2025-09-20 12:00:00,100,2025-09-13 10:00:00
297,8,2023-03-10 10:00:00,Community Center Room A,2023-03-10 12:00:00,100,2023-03-03 10:00:00
298,6,2022-06-08 10:00:00,Local Library,2022-06-08 12:00:00,100,2022-06-01 10:00:00
299,10,2024-06-15 10:00:00,Community Center Room A,2024-06-15 12:00:00,100,2024-06-08 10:00:00
300,8,2025-05-02 10:00:00,Ella Rises HQ,2025-05-02 12:00:00,100,2025-04-25 10:00:00
301,4,2024-01-15 10:00:00,Ella Rises HQ,2024-01-15 12:00:00,100,2024-01-08 10:00:00
302,6,2022-11-02 10:00:00,Ella Rises HQ,2022-11-02 12:00:00,100,2022-10-26 10:00:00
303,5,2025-09-11 10:00:00,Art Studio 2,2025-09-11 12:00:00,100,2025-09-04 10:00:00
304,8,2025-03-28 10:00:00,Art Studio 2,2025-03-28 12:00:00,100,2025-03-21 10:00:00
305,7,2025-03-15 10:00:00,Virtual Zoom,2025-03-15 12:00:00,100,2025-03-08 10:00:00
306,7,2024-06-15 10:00:00,Local Library,2024-06-15 12:00:00,100,2024-06-08 10:00:00
307,1,2023-04-30 10:00:00,Local Library,2023-04-30 12:00:00,100,2023-04-23 10:00:00
308,1,2023-01-29 10:00:00,Virtual Zoom,2023-01-29 12:00:00,100,2023-01-22 10:00:00
309,5,2023-08-24 10:00:00,Community Center Room A,2023-08-24 12:00:00,100,2023-08-17 10:00:00
310,4,2022-08-15 10:00:00,Community Center Room A,2022-08-15 12:00:00,100,2022-08-08 10:00:00
311,7,2023-04-15 10:00:00,Virtual Zoom,2023-04-15 12:00:00,100,2023-04-08 10:00:00
312,10,2022-11-15 10:00:00,Virtual Zoom,2022-11-15 12:00:00,100,2022-11-08 10:00:00
313,3,2025-10-21 10:00:00,Ella Rises HQ,2025-10-21 12:00:00,100,2025-10-14 10:00:00
314,6,2022-06-29 10:00:00,Community Center Room A,2022-06-29 12:00:00,100,2022-06-22 10:00:00
315,5,2025-04-17 10:00:00,Community Center Room A,2025-04-17 12:00:00,100,2025-04-10 10:00:00
316,1,2024-11-03 10:00:00,Virtual Zoom,2024-11-03 12:00:00,100,2024-10-27 10:00:00
317,5,2025-04-24 10:00:00,Local Library,2025-04-24 12:00:00,100,2025-04-17 10:00:00
318,5,2023-05-11 10:00:00,Ella Rises HQ,2023-05-11 12:00:00,100,2023-05-04 10:00:00
319,1,2025-03-23 10:00:00,Ella Rises HQ,2025-03-23 12:00:00,100,2025-03-16 10:00:00
320,1,2025-04-27 10:00:00,Virtual Zoom,2025-04-27 12:00:00,100,2025-04-20 10:00:00
321,8,2025-05-30 10:00:00,Ella Rises HQ,2025-05-30 12:00:00,100,2025-05-23 10:00:00
322,8,2024-08-16 10:00:00,Local Library,2024-08-16 12:00:00,100,2024-08-09 10:00:00
323,2,2024-04-06 10:00:00,Local Library,2024-04-06 12:00:00,100,2024-03-30 10:00:00
324,6,2022-01-26 10:00:00,Ella Rises HQ,2022-01-26 12:00:00,100,2022-01-19 10:00:00
325,2,2024-03-09 10:00:00,Art Studio 2,2024-03-09 12:00:00,100,2024-03-02 10:00:00
326,5,2025-06-26 10:00:00,Community Center Room A,2025-06-26 12:00:00,100,2025-06-19 10:00:00
327,11,2023-06-15 10:00:00,Community Center Room A,2023-06-15 12:00:00,100,2023-06-08 10:00:00
328,8,2022-10-14 10:00:00,Community Center Room A,2022-10-14 12:00:00,100,2022-10-07 10:00:00
329,2,2025-07-19 10:00:00,Local Library,2025-07-19 12:00:00,100,2025-07-12 10:00:00
330,10,2025-10-15 10:00:00,Local Library,2025-10-15 12:00:00,100,2025-10-08 10:00:00
331,1,2024-07-07 10:00:00,Community Center Room A,2024-07-07 12:00:00,100,2024-06-30 10:00:00
332,2,2021-11-27 10:00:00,Ella Rises HQ,2021-11-27 12:00:00,100,2021-11-20 10:00:00
333,1,2022-10-23 10:00:00,Local Library,2022-10-23 12:00:00,100,2022-10-16 10:00:00
334,8,2023-09-22 10:00:00,Community Center Room A,2023-09-22 12:00:00,100,2023-09-15 10:00:00
335,1,2022-03-20 10:00:00,Local Library,2022-03-20 12:00:00,100,2022-03-13 10:00:00
336,9,2025-06-15 10:00:00,Art Studio 2,2025-06-15 12:00:00,100,2025-06-08 10:00:00
337,3,2025-04-15 10:00:00,Ella Rises HQ,2025-04-15 12:00:00,100,2025-04-08 10:00:00
338,6,2023-05-03 10:00:00,Ella Rises HQ,2023-05-03 12:00:00,100,2023-04-26 10:00:00
339,5,2022-03-24 10:00:00,Ella Rises HQ,2022-03-24 12:00:00,100,2022-03-17 10:00:00
340,3,2024-01-23 10:00:00,Art Studio 2,2024-01-23 12:00:00,100,2024-01-16 10:00:00
341,5,2023-11-16 10:00:00,Art Studio 2,2023-11-16 12:00:00,100,2023-11-09 10:00:00
342,7,2023-06-15 10:00:00,Virtual Zoom,2023-06-15 12:00:00,100,2023-06-08 10:00:00
343,3,2022-06-28 10:00:00,Ella Rises HQ,2022-06-28 12:00:00,100,2022-06-21 10:00:00
344,3,2024-08-27 10:00:00,Art Studio 2,2024-08-27 12:00:00,100,2024-08-20 10:00:00
345,6,2025-06-25 10:00:00,Virtual Zoom,2025-06-25 12:00:00,100,2025-06-18 10:00:00
346,2,2025-01-18 10:00:00,Art Studio 2,2025-01-18 12:00:00,100,2025-01-11 10:00:00
347,6,2025-10-15 10:00:00,Community Center Room A,2025-10-15 12:00:00,100,2025-10-08 10:00:00
348,1,2022-05-22 10:00:00,Community Center Room A,2022-05-22 12:00:00,100,2022-05-15 10:00:00
349,1,2023-12-24 10:00:00,Ella Rises HQ,2023-12-24 12:00:00,100,2023-12-17 10:00:00
350,3,2024-02-27 10:00:00,Virtual Zoom,2024-02-27 12:00:00,100,2024-02-20 10:00:00
351,6,2024-09-25 10:00:00,Virtual Zoom,2024-09-25 12:00:00,100,2024-09-18 10:00:00
352,3,2022-04-19 10:00:00,Community Center Room A,2022-04-19 12:00:00,100,2022-04-12 10:00:00
353,3,2022-04-12 10:00:00,Community Center Room A,2022-04-12 12:00:00,100,2022-04-05 10:00:00
354,6,2023-12-06 10:00:00,Local Library,2023-12-06 12:00:00,100,2023-11-29 10:00:00
355,2,2024-11-02 10:00:00,Art Studio 2,2024-11-02 12:00:00,100,2024-10-26 10:00:00
356,2,2025-03-08 10:00:00,Virtual Zoom,2025-03-08 12:00:00,100,2025-03-01 10:00:00
357,6,2021-12-22 10:00:00,Local Library,2021-12-22 12:00:00,100,2021-12-15 10:00:00
358,8,2024-05-17 10:00:00,Local Library,2024-05-17 12:00:00,100,2024-05-10 10:00:00
359,7,2025-04-15 10:00:00,Local Library,2025-04-15 12:00:00,100,2025-04-08 10:00:00
360,5,2024-08-08 10:00:00,Virtual Zoom,2024-08-08 12:00:00,100,2024-08-01 10:00:00
361,8,2022-07-22 10:00:00,Virtual Zoom,2022-07-22 12:00:00,100,2022-07-15 10:00:00
362,3,2024-09-17 10:00:00,Ella Rises HQ,2024-09-17 12:00:00,100,2024-09-10 10:00:00
363,8,2023-12-08 10:00:00,Virtual Zoom,2023-12-08 12:00:00,100,2023-12-01 10:00:00
364,1,2023-04-16 10:00:00,Local Library,2023-04-16 12:00:00,100,2023-04-09 10:00:00
365,1,2023-03-19 10:00:00,Local Library,2023-03-19 12:00:00,100,2023-03-12 10:00:00
366,6,2022-09-14 10:00:00,Art Studio 2,2022-09-14 12:00:00,100,2022-09-07 10:00:00
367,3,2023-02-14 10:00:00,Ella Rises HQ,2023-02-14 12:00:00,100,2023-02-07 10:00:00
368,3,2022-03-29 10:00:00,Local Library,2022-03-29 12:00:00,100,2022-03-22 10:00:00
369,8,2022-03-04 10:00:00,Virtual Zoom,2022-03-04 12:00:00,100,2022-02-25 10:00:00
370,1,2022-01-30 10:00:00,Ella Rises HQ,2022-01-30 12:00:00,100,2022-01-23 10:00:00
371,3,2022-05-10 10:00:00,Local Library,2022-05-10 12:00:00,100,2022-05-03 10:00:00
372,3,2024-08-13 10:00:00,Ella Rises HQ,2024-08-13 12:00:00,100,2024-08-06 10:00:00
373,1,2024-04-28 10:00:00,Local Library,2024-04-28 12:00:00,100,2024-04-21 10:00:00
374,3,2023-05-02 10:00:00,Community Center Room A,2023-05-02 12:00:00,100,2023-04-25 10:00:00
375,8,2025-08-01 10:00:00,Local Library,2025-08-01 12:00:00,100,2025-07-25 10:00:00
376,8,2025-08-29 10:00:00,Virtual Zoom,2025-08-29 12:00:00,100,2025-08-22 10:00:00
377,6,2024-10-02 10:00:00,Local Library,2024-10-02 12:00:00,100,2024-09-25 10:00:00
378,6,2022-12-21 10:00:00,Ella Rises HQ,2022-12-21 12:00:00,100,2022-12-14 10:00:00
379,3,2023-12-05 10:00:00,Local Library,2023-12-05 12:00:00,100,2023-11-28 10:00:00
380,2,2025-06-28 10:00:00,Art Studio 2,2025-06-28 12:00:00,100,2025-06-21 10:00:00
381,8,2024-06-14 10:00:00,Local Library,2024-06-14 12:00:00,100,2024-06-07 10:00:00
382,8,2024-06-07 10:00:00,Art Studio 2,2024-06-07 12:00:00,100,2024-05-31 10:00:00
383,11,2022-06-15 10:00:00,Ella Rises HQ,2022-06-15 12:00:00,100,2022-06-08 10:00:00
384,1,2024-12-29 10:00:00,Ella Rises HQ,2024-12-29 12:00:00,100,2024-12-22 10:00:00
385,1,2024-07-28 10:00:00,Community Center Room A,2024-07-28 12:00:00,100,2024-07-21 10:00:00
386,2,2023-01-21 10:00:00,Local Library,2023-01-21 12:00:00,100,2023-01-14 10:00:00
387,2,2025-08-02 10:00:00,Community Center Room A,2025-08-02 12:00:00,100,2025-07-26 10:00:00
388,3,2022-01-18 10:00:00,Art Studio 2,2022-01-18 12:00:00,100,2022-01-11 10:00:00
389,3,2025-07-29 10:00:00,Virtual Zoom,2025-07-29 12:00:00,100,2025-07-22 10:00:00
390,5,2023-01-12 10:00:00,Community Center Room A,2023-01-12 12:00:00,100,2023-01-05 10:00:00
391,10,2024-05-15 10:00:00,Community Center Room A,2024-05-15 12:00:00,100,2024-05-08 10:00:00
392,1,2022-03-13 10:00:00,Art Studio 2,2022-03-13 12:00:00,100,2022-03-06 10:00:00
393,8,2022-08-12 10:00:00,Art Studio 2,2022-08-12 12:00:00,100,2022-08-05 10:00:00
394,6,2022-04-06 10:00:00,Local Library,2022-04-06 12:00:00,100,2022-03-30 10:00:00
395,3,2023-08-15 10:00:00,Ella Rises HQ,2023-08-15 12:00:00,100,2023-08-08 10:00:00
396,3,2023-07-18 10:00:00,Local Library,2023-07-18 12:00:00,100,2023-07-11 10:00:00
397,2,2025-10-25 10:00:00,Ella Rises HQ,2025-10-25 12:00:00,100,2025-10-18 10:00:00
398,3,2025-03-04 10:00:00,Art Studio 2,2025-03-04 12:00:00,100,2025-02-25 10:00:00
399,10,2023-03-15 10:00:00,Art Studio 2,2023-03-15 12:00:00,100,2023-03-08 10:00:00
400,1,2022-05-29 10:00:00,Virtual Zoom,2022-05-29 12:00:00,100,2022-05-22 10:00:00
401,5,2025-05-15 10:00:00,Virtual Zoom,2025-05-15 12:00:00,100,2025-05-08 10:00:00
402,5,2023-08-10 10:00:00,Ella Rises HQ,2023-08-10 12:00:00,100,2023-08-03 10:00:00
403,3,2024-05-28 10:00:00,Virtual Zoom,2024-05-28 12:00:00,100,2024-05-21 10:00:00
404,3,2023-01-17 10:00:00,Ella Rises HQ,2023-01-17 12:00:00,100,2023-01-10 10:00:00
405,5,2025-03-13 10:00:00,Virtual Zoom,2025-03-13 12:00:00,100,2025-03-06 10:00:00
406,1,2025-05-11 10:00:00,Community Center Room A,2025-05-11 12:00:00,100,2025-05-04 10:00:00
407,3,2023-06-13 10:00:00,Art Studio 2,2023-06-13 12:00:00,100,2023-06-06 10:00:00
408,10,2022-08-15 10:00:00,Virtual Zoom,2022-08-15 12:00:00,100,2022-08-08 10:00:00
409,10,2024-09-15 10:00:00,Art Studio 2,2024-09-15 12:00:00,100,2024-09-08 10:00:00
410,2,2023-06-03 10:00:00,Art Studio 2,2023-06-03 12:00:00,100,2023-05-27 10:00:00
411,3,2022-12-06 10:00:00,Local Library,2022-12-06 12:00:00,100,2022-11-29 10:00:00
412,3,2022-07-12 10:00:00,Local Library,2022-07-12 12:00:00,100,2022-07-05 10:00:00
413,5,2025-05-01 10:00:00,Community Center Room A,2025-05-01 12:00:00,100,2025-04-24 10:00:00
414,5,2025-05-08 10:00:00,Ella Rises HQ,2025-05-08 12:00:00,100,2025-05-01 10:00:00
415,5,2022-05-12 10:00:00,Ella Rises HQ,2022-05-12 12:00:00,100,2022-05-05 10:00:00
416,1,2022-06-26 10:00:00,Art Studio 2,2022-06-26 12:00:00,100,2022-06-19 10:00:00
417,1,2025-01-12 10:00:00,Local Library,2025-01-12 12:00:00,100,2025-01-05 10:00:00
418,5,2022-06-23 10:00:00,Local Library,2022-06-23 12:00:00,100,2022-06-16 10:00:00
419,3,2024-11-26 10:00:00,Ella Rises HQ,2024-11-26 12:00:00,100,2024-11-19 10:00:00
420,4,2023-12-15 10:00:00,Art Studio 2,2023-12-15 12:00:00,100,2023-12-08 10:00:00
421,6,2022-05-18 10:00:00,Local Library,2022-05-18 12:00:00,100,2022-05-11 10:00:00
422,2,2025-03-15 10:00:00,Art Studio 2,2025-03-15 12:00:00,100,2025-03-08 10:00:00
423,5,2024-04-25 10:00:00,Local Library,2024-04-25 12:00:00,100,2024-04-18 10:00:00
424,2,2024-07-20 10:00:00,Art Studio 2,2024-07-20 12:00:00,100,2024-07-13 10:00:00
425,5,2022-08-18 10:00:00,Local Library,2022-08-18 12:00:00,100,2022-08-11 10:00:00
426,3,2023-01-03 10:00:00,Art Studio 2,2023-01-03 12:00:00,100,2022-12-27 10:00:00
427,1,2022-07-31 10:00:00,Local Library,2022-07-31 12:00:00,100,2022-07-24 10:00:00
428,5,2021-11-11 10:00:00,Virtual Zoom,2021-11-11 12:00:00,100,2021-11-04 10:00:00
429,2,2024-11-16 10:00:00,Art Studio 2,2024-11-16 12:00:00,100,2024-11-09 10:00:00
430,3,2023-07-04 10:00:00,Ella Rises HQ,2023-07-04 12:00:00,100,2023-06-27 10:00:00
431,1,2025-03-30 10:00:00,Virtual Zoom,2025-03-30 12:00:00,100,2025-03-23 10:00:00
432,1,2023-02-26 10:00:00,Art Studio 2,2023-02-26 12:00:00,100,2023-02-19 10:00:00
433,1,2025-04-20 10:00:00,Local Library,2025-04-20 12:00:00,100,2025-04-13 10:00:00
434,1,2024-04-14 10:00:00,Virtual Zoom,2024-04-14 12:00:00,100,2024-04-07 10:00:00
435,3,2022-03-15 10:00:00,Ella Rises HQ,2022-03-15 12:00:00,100,2022-03-08 10:00:00
436,6,2024-08-21 10:00:00,Community Center Room A,2024-08-21 12:00:00,100,2024-08-14 10:00:00
437,6,2022-10-19 10:00:00,Virtual Zoom,2022-10-19 12:00:00,100,2022-10-12 10:00:00
438,6,2024-09-18 10:00:00,Virtual Zoom,2024-09-18 12:00:00,100,2024-09-11 10:00:00
439,6,2024-12-04 10:00:00,Art Studio 2,2024-12-04 12:00:00,100,2024-11-27 10:00:00
440,6,2022-03-09 10:00:00,Virtual Zoom,2022-03-09 12:00:00,100,2022-03-02 10:00:00
441,1,2023-01-15 10:00:00,Art Studio 2,2023-01-15 12:00:00,100,2023-01-08 10:00:00
442,7,2022-07-15 10:00:00,Ella Rises HQ,2022-07-15 12:00:00,100,2022-07-08 10:00:00
443,1,2022-01-23 10:00:00,Local Library,2022-01-23 12:00:00,100,2022-01-16 10:00:00
444,6,2024-04-17 10:00:00,Community Center Room A,2024-04-17 12:00:00,100,2024-04-10 10:00:00
445,5,2022-10-27 10:00:00,Art Studio 2,2022-10-27 12:00:00,100,2022-10-20 10:00:00
446,1,2022-02-06 10:00:00,Virtual Zoom,2022-02-06 12:00:00,100,2022-01-30 10:00:00
447,8,2023-12-29 10:00:00,Local Library,2023-12-29 12:00:00,100,2023-12-22 10:00:00
448,1,2025-05-18 10:00:00,Virtual Zoom,2025-05-18 12:00:00,100,2025-05-11 10:00:00
449,3,2022-12-13 10:00:00,Art Studio 2,2022-12-13 12:00:00,100,2022-12-06 10:00:00
450,4,2023-04-15 10:00:00,Ella Rises HQ,2023-04-15 12:00:00,100,2023-04-08 10:00:00
451,2,2023-02-25 10:00:00,Ella Rises HQ,2023-02-25 12:00:00,100,2023-02-18 10:00:00
452,1,2024-11-24 10:00:00,Ella Rises HQ,2024-11-24 12:00:00,100,2024-11-17 10:00:00
453,2,2024-04-20 10:00:00,Ella Rises HQ,2024-04-20 12:00:00,100,2024-04-13 10:00:00
454,2,2024-05-18 10:00:00,Local Library,2024-05-18 12:00:00,100,2024-05-11 10:00:00
455,7,2025-07-15 10:00:00,Community Center Room A,2025-07-15 12:00:00,100,2025-07-08 10:00:00
456,5,2023-11-09 10:00:00,Virtual Zoom,2023-11-09 12:00:00,100,2023-11-02 10:00:00
457,3,2022-07-05 10:00:00,Ella Rises HQ,2022-07-05 12:00:00,100,2022-06-28 10:00:00
458,2,2024-01-20 10:00:00,Local Library,2024-01-20 12:00:00,100,2024-01-13 10:00:00
459,8,2024-09-13 10:00:00,Virtual Zoom,2024-09-13 12:00:00,100,2024-09-06 10:00:00
460,2,2023-10-21 10:00:00,Local Library,2023-10-21 12:00:00,100,2023-10-14 10:00:00
461,5,2022-12-29 10:00:00,Local Library,2022-12-29 12:00:00,100,2022-12-22 10:00:00
462,4,2022-01-15 10:00:00,Art Studio 2,2022-01-15 12:00:00,100,2022-01-08 10:00:00
463,2,2022-01-15 10:00:00,Ella Rises HQ,2022-01-15 12:00:00,100,2022-01-08 10:00:00
464,7,2025-11-15 10:00:00,Art Studio 2,2025-11-15 12:00:00,100,2025-11-08 10:00:00
465,4,2025-02-15 10:00:00,Art Studio 2,2025-02-15 12:00:00,100,2025-02-08 10:00:00
466,5,2022-05-05 10:00:00,Community Center Room A,2022-05-05 12:00:00,100,2022-04-28 10:00:00
467,1,2023-09-17 10:00:00,Community Center Room A,2023-09-17 12:00:00,100,2023-09-10 10:00:00
468,8,2024-09-20 10:00:00,Virtual Zoom,2024-09-20 12:00:00,100,2024-09-13 10:00:00
469,3,2025-03-11 10:00:00,Art Studio 2,2025-03-11 12:00:00,100,2025-03-04 10:00:00
470,8,2025-06-27 10:00:00,Ella Rises HQ,2025-06-27 12:00:00,100,2025-06-20 10:00:00
471,3,2024-07-16 10:00:00,Virtual Zoom,2024-07-16 12:00:00,100,2024-07-09 10:00:00
472,3,2025-08-19 10:00:00,Community Center Room A,2025-08-19 12:00:00,100,2025-08-12 10:00:00
473,5,2025-01-02 10:00:00,Art Studio 2,2025-01-02 12:00:00,100,2024-12-26 10:00:00
474,1,2021-12-26 10:00:00,Virtual Zoom,2021-12-26 12:00:00,100,2021-12-19 10:00:00
475,8,2023-05-26 10:00:00,Virtual Zoom,2023-05-26 12:00:00,100,2023-05-19 10:00:00
476,2,2024-03-30 10:00:00,Community Center Room A,2024-03-30 12:00:00,100,2024-03-23 10:00:00
477,6,2024-12-18 10:00:00,Community Center Room A,2024-12-18 12:00:00,100,2024-12-11 10:00:00
478,2,2022-04-30 10:00:00,Ella Rises HQ,2022-04-30 12:00:00,100,2022-04-23 10:00:00
479,5,2024-12-19 10:00:00,Community Center Room A,2024-12-19 12:00:00,100,2024-12-12 10:00:00
480,5,2022-12-08 10:00:00,Ella Rises HQ,2022-12-08 12:00:00,100,2022-12-01 10:00:00
481,2,2023-02-18 10:00:00,Community Center Room A,2023-02-18 12:00:00,100,2023-02-11 10:00:00
482,1,2022-02-20 10:00:00,Art Studio 2,2022-02-20 12:00:00,100,2022-02-13 10:00:00
483,1,2024-06-02 10:00:00,Art Studio 2,2024-06-02 12:00:00,100,2024-05-26 10:00:00
484,7,2024-02-15 10:00:00,Ella Rises HQ,2024-02-15 12:00:00,100,2024-02-08 10:00:00
485,8,2023-04-07 10:00:00,Community Center Room A,2023-04-07 12:00:00,100,2023-03-31 10:00:00
486,8,2022-10-07 10:00:00,Ella Rises HQ,2022-10-07 12:00:00,100,2022-09-30 10:00:00
487,5,2024-11-28 10:00:00,Local Library,2024-11-28 12:00:00,100,2024-11-21 10:00:00
488,7,2022-02-15 10:00:00,Art Studio 2,2022-02-15 12:00:00,100,2022-02-08 10:00:00
489,3,2025-10-14 10:00:00,Art Studio 2,2025-10-14 12:00:00,100,2025-10-07 10:00:00
490,3,2023-06-06 10:00:00,Virtual Zoom,2023-06-06 12:00:00,100,2023-05-30 10:00:00
491,2,2023-07-01 10:00:00,Ella Rises HQ,2023-07-01 12:00:00,100,2023-06-24 10:00:00
492,2,2024-06-15 10:00:00,Local Library,2024-06-15 12:00:00,100,2024-06-08 10:00:00
493,6,2023-07-12 10:00:00,Ella Rises HQ,2023-07-12 12:00:00,100,2023-07-05 10:00:00
494,5,2023-03-30 10:00:00,Local Library,2023-03-30 12:00:00,100,2023-03-23 10:00:00
495,2,2022-06-18 10:00:00,Ella Rises HQ,2022-06-18 12:00:00,100,2022-06-11 10:00:00
496,2,2023-06-24 10:00:00,Community Center Room A,2023-06-24 12:00:00,100,2023-06-17 10:00:00
497,2,2022-01-01 10:00:00,Ella Rises HQ,2022-01-01 12:00:00,100,2021-12-25 10:00:00
498,8,2022-06-03 10:00:00,Community Center Room A,2022-06-03 12:00:00,100,2022-05-27 10:00:00
499,3,2021-12-07 10:00:00,Community Center Room A,2021-12-07 12:00:00,100,2021-11-30 10:00:00
500,7,2023-07-15 10:00:00,Community Center Room A,2023-07-15 12:00:00,100,2023-07-08 10:00:00
501,3,2023-04-11 10:00:00,Art Studio 2,2023-04-11 12:00:00,100,2023-04-04 10:00:00
502,1,2024-03-03 10:00:00,Ella Rises HQ,2024-03-03 12:00:00,100,2024-02-25 10:00:00
503,3,2024-12-24 10:00:00,Community Center Room A,2024-12-24 12:00:00,100,2024-12-17 10:00:00
504,3,2024-09-10 10:00:00,Virtual Zoom,2024-09-10 12:00:00,100,2024-09-03 10:00:00
505,10,2024-12-15 10:00:00,Art Studio 2,2024-12-15 12:00:00,100,2024-12-08 10:00:00
506,5,2025-01-16 10:00:00,Virtual Zoom,2025-01-16 12:00:00,100,2025-01-09 10:00:00
507,6,2024-03-20 10:00:00,Art Studio 2,2024-03-20 12:00:00,100,2024-03-13 10:00:00
508,10,2025-07-15 10:00:00,Art Studio 2,2025-07-15 12:00:00,100,2025-07-08 10:00:00
509,1,2022-07-24 10:00:00,Local Library,2022-07-24 12:00:00,100,2022-07-17 10:00:00
510,2,2024-05-25 10:00:00,Art Studio 2,2024-05-25 12:00:00,100,2024-05-18 10:00:00
511,3,2024-01-16 10:00:00,Art Studio 2,2024-01-16 12:00:00,100,2024-01-09 10:00:00
512,6,2024-07-10 10:00:00,Community Center Room A,2024-07-10 12:00:00,100,2024-07-03 10:00:00
513,3,2025-05-27 10:00:00,Art Studio 2,2025-05-27 12:00:00,100,2025-05-20 10:00:00
514,8,2023-06-16 10:00:00,Ella Rises HQ,2023-06-16 12:00:00,100,2023-06-09 10:00:00
515,5,2025-05-29 10:00:00,Community Center Room A,2025-05-29 12:00:00,100,2025-05-22 10:00:00
516,5,2024-10-31 10:00:00,Community Center Room A,2024-10-31 12:00:00,100,2024-10-24 10:00:00
517,5,2021-12-30 10:00:00,Virtual Zoom,2021-12-30 12:00:00,100,2021-12-23 10:00:00
518,3,2024-05-14 10:00:00,Virtual Zoom,2024-05-14 12:00:00,100,2024-05-07 10:00:00
519,5,2022-03-31 10:00:00,Local Library,2022-03-31 12:00:00,100,2022-03-24 10:00:00
520,6,2025-06-04 10:00:00,Community Center Room A,2025-06-04 12:00:00,100,2025-05-28 10:00:00
521,6,2024-05-01 10:00:00,Virtual Zoom,2024-05-01 12:00:00,100,2024-04-24 10:00:00
522,6,2021-12-15 10:00:00,Virtual Zoom,2021-12-15 12:00:00,100,2021-12-08 10:00:00
523,3,2022-09-13 10:00:00,Community Center Room A,2022-09-13 12:00:00,100,2022-09-06 10:00:00
524,2,2022-12-17 10:00:00,Ella Rises HQ,2022-12-17 12:00:00,100,2022-12-10 10:00:00
